,address,categoryName,phone,postalCode,reviewsCount,state,title,website
261,"Shop no 07, A k Road, Safed Pul, Saki Naka, Mumbai, Maharashtra 400072, India",Baby store,+91 93266 32902,400072.0,0,Maharashtra,Nandlal shop,
216,"Shop No 12, Tagore Nagar, Vikhroli East, Mumbai, Maharashtra 400083, India",Baby store,,,0,,Badri Thakur,
260,"Shop No35, G Line S Block Room, 39, Road No.5, Govandi Slums, Govandi West, Baiganwadi, Shivaji Nagar, Mumbai, Maharashtra 400043, India",Baby store,+91 88875 87835,400043.0,0,Maharashtra,Sharik Store,
232,"Plot No 13, Rd Number 9, near Bmc School, Govandi Slums, Nirankar Nagar, Govandi, Mumbai, Maharashtra 400043, India",Baby store,+91 70395 71290,400043.0,0,Maharashtra,YUVRAJ ANANDRAJ NAIDU,
258,"N3, H Line Room, Shop N3 Plot N23 Govandi, N44, Jeejabai Bhosale Marg, Govandi Slums, Shivaji Nagar, Mumbai, Maharashtra 400043, India",Baby store,+91 96960 03396,400043.0,0,Maharashtra,Rahim Store,
217,"Shop No. 11, form Road, near by Police Chowki, opp. 27No. Building, Sangharsh Nagar, Chandivali, Andheri East, Mumbai, Maharashtra 400072, India",Baby store,+91 82914 98264,400072.0,0,Maharashtra,hardik shubhechaya daiper house,
257,"Shop No 1, Jarimari, Mumbai, Maharashtra 400072, India",Baby store,+91 91676 63801,400072.0,0,Maharashtra,Abdul Kuddus Shop,
256,"Shop No Abc, Hill Pramukh Please, Veera Desai Rd, Amboli, Andheri West, Mumbai, Maharashtra 400053, India",Baby store,+91 98330 69321,400053.0,2,Maharashtra,AMBOLI HILL PRAMUKH PALACE SRA SAHAKARI GRIHA NIRMAN SANSTHA MARYADIT,
255,"shop no 7, Pipe Line Rd, Buddha Colony, Kurla West, Kurla, Mumbai, Maharashtra 400070, India",Baby store,+91 81084 43762,400070.0,0,Maharashtra,AAmrapali shop,
254,"Shop Number13 Old Vora House Opp Post Office G.P Road, Grampanchayat Rd, Goregaon West, Mumbai, Maharashtra 400104, India",Baby store,+91 77058 24559,400104.0,0,Maharashtra,Dharmendra Yadav,
251,"Nicholaswadi, Gundavali, Nicolas Wadi Rd, Jijamata Colony, Andheri East, Mumbai, Maharashtra 400069, India",Baby store,,,0,,Rajeev Chaurasiya,
250,"C/53 opp dargah Kailash puri road, Road No. 1, Malad, Chinchowali Colony, Starter Colony, Pandurang Wadi, Malad East, Mumbai, Maharashtra 400097, India",Baby store,+91 82689 17946,400097.0,0,Maharashtra,Mohd Gulfam,
247,"Shop no, shrinath sopping centre, 26, D.J.road, khoka market, Kamala Nagar, Vile Parle West, Mumbai, Maharashtra 400056, India",Baby store,+91 22 2615 3610,400056.0,1,Maharashtra,Sweet Baby,
220,"Shop No:25, Kamdhar Shopping Center, Monghibai Rd, Park Rd, Vile Parle (East), Mumbai, Maharashtra 400057, India",Baby store,+91 99307 21235,400057.0,0,Maharashtra,Scooby Baby,
246,"Shop no 1, Road No. 3, near vidyadeep vidhyalay, municipal colony, Vikhroli Park Site, Varsha Nagar, Vikhroli West, Mumbai, Maharashtra 400079, India",Baby store,+91 73033 15040,400079.0,2,Maharashtra,FAMOUS HEENA DIAPER HOUSE,
245,"Gala No 3, Jignesh Diamond House, Subhash Ln, Pethe Nagar, Primal Nagar,, Malad East, Mumbai, Maharashtra 400097, India",Baby store,+91 98190 37457,400097.0,3,Maharashtra,Dhrupti Creation,
234,"N3, Plot N45, East Road, Govandi Slums, Rafiq Nagar, A Line, Mumbai, Maharashtra 400043, India",Baby store,+91 88550 51433,400043.0,0,Maharashtra,Munna,
236,"No H Plot, Shop No 1 Line, 27, Road No. 3, Shivaji Nagar, Mumbai, Maharashtra 400043, India",Baby store,+91 86899 08242,400043.0,0,Maharashtra,Azizul Shaikh,
230,"Shop No 1, Andheri - Ghatkopar Link Rd, Bhatwadi, Kapol wadi, Ghatkopar West, Mumbai, Maharashtra 400086, India",Baby store,,,0,,Priya Rav,
241,"Sindhi Camp, Nehru Nagar, Kurla, Mumbai, Maharashtra 400024, India",Baby store,+91 91674 64880,400024.0,0,Maharashtra,Armik Store,
229,"Shop No 1, Andheri - Ghatkopar Link Rd, TPS Colony, Ghatkopar West, Mumbai, Maharashtra 400086, India",Baby store,+91 89558 14311,400086.0,0,Maharashtra,Kavita,
228,"Shop No 01, CGS Colony, Ghatkopar West, Mumbai, Maharashtra 400086, India",Baby store,+91 73839 39358,400086.0,0,Maharashtra,Seljio,
214,"3WW6+8C5 Gavdevi, Sainath Nagar, Indira Nagar, Ghatkopar West, Mumbai, Maharashtra 400086, India",Baby store,+91 99207 11716,,0,,Afsara Harcatting Saylun,
227,"Room No 68, H Block, Sai Baba Mandir, Shop No 6, Govandi Slums, Rafiq Nagar, Mumbai, Maharashtra 400043, India",Baby store,+91 90289 65664,400043.0,0,Maharashtra,Shaukat Store,
225,"Unnat Nagar, 19/160, Mahatma Gandhi Rd, near Jain Hospital, Motilal Nagar III, Goregaon West, Mumbai, Maharashtra 400104, India",Baby store,,400104.0,12,Maharashtra,Baby Shower Favor India,https://www.facebook.com/BabyStepsMumbai
224,"Aboli Signel, 115, Swami Vivekananda Rd, Amboli, Andheri West, Mumbai, Maharashtra 400058, India",Baby store,+91 73075 18127,400058.0,6,Maharashtra,SHARUKH KHAN,
242,"Room No 24, Babe Rahmat Msajid, S Bloc G Line, Shop N012, Rafiq Nagar, Govandi East, Mumbai, Maharashtra 400043, India",Baby store,+91 93368 46039,400043.0,0,Maharashtra,Mahafooj Store,
223,"Shop No 1gg, Andheri - Ghatkopar Link Rd, TPS Colony, Ghatkopar West, Mumbai, Maharashtra 400086, India",Baby store,+91 87583 57164,400086.0,0,Maharashtra,Anuj Kumar,
244,"Santacruz, Kolivery Village, Santacruz East, Mumbai, Maharashtra 400029, India",Baby store,+91 88797 49747,400029.0,0,Maharashtra,S.A Vegetable And Supplies,
222,"Shop 4 Jay, Chhatrapati Shivaji Maharaj Int'l Airport Rd, Santoshi Mata Nagar, Sahar Village, Andheri East, Mumbai, Maharashtra 400099, India",Baby store,+91 97022 55839,400099.0,0,Maharashtra,Rohit Pan Shop,
226,"N3 Plot N28 Road N3, Plot N28, Jeejabai Bhosale Marg, Govandi Slums, Govandi West, Phase 1, Govandi East, Mumbai, Maharashtra 400043, India",Baby store,+91 93216 78717,400043.0,0,Maharashtra,Shahid Store,
263,"Shop No 1, Shivaji Nagar, Mumbai, Maharashtra 400043, India",Baby store,+91 70414 73241,400043.0,0,Maharashtra,Ananya Singh,
259,"Shop No 24, Gopalji Devi Chowk, H D Road, Bhatwadi, Kapol wadi, Ghatkopar West, Mumbai, Maharashtra 400086, India",Baby store,+91 76669 96986,400086.0,0,Maharashtra,World Fashion,
287,"Shop No 1019 Chawl No 127, No 7, MHB Colony, Gaikwad Nagar, Malvani, Malad West, Mumbai, Maharashtra 400095, India",Baby store,+91 98700 23359,400095.0,0,Maharashtra,Mamma's Choice Enterprises,
279,"Shop N0 30, Babe Rahmta Masjid, Plot NO 64, Baba Nagar Rd, Rafiq Nagar, Shivaji Nagar, Mumbai, Maharashtra 400043, India",Baby store,+91 90101 87083,400043.0,0,Maharashtra,Sakina Store,
281,"Nobel Hygiene Pvt Ltd (c/o DSA Electro Control Pvt Ltd A20, Cross Rd, MIDC Central Rd, Mulgaon, Andheri East, Mumbai, Maharashtra 400093, India",Baby store,+91 1800 266 0640,400093.0,2,Maharashtra,Teddyy Baby Diaper,https://teddyydiaper.in/
283,"Shop No,63, Rafi Nagar2, near New Kanrastaan Rd, Shivaji Nagar, Naidu Colony, Pant Nagar, Malad East, Mumbai, Maharashtra 400075, India",Baby store,+91 85917 17660,400075.0,0,Maharashtra,TS Store,
285,"Shop no.1, N.M/14/85, Industrial Road, Amrut Nagar, Ghatkopar West, Mumbai, Maharashtra 400086, India",Baby store,+91 75064 64630,400086.0,6,Maharashtra,Bharat Diaper House,
264,"h line/house, Shop No36, 46, 90 Feet Rd, Govandi Slums, Baiganwadi, Mumbai, Maharashtra 400043, India",Baby store,+91 81694 46300,400043.0,0,Maharashtra,Nafees Store,
288,"Shop No.48, Malik Liyaqat Hussain Marg, opp. St. Joseph School, Ambedkar Nagar, Kurla West, Kurla, Mumbai, Maharashtra 400070, India",Baby store,+91 77386 48421,400070.0,3,Maharashtra,KHAN PAMPER COLLECTION,
277,"Shop No 8, Sonawane Chawal, Station Rd, Vikhroli East, Mumbai, Maharashtra 400083, India",Baby store,+91 79777 66214,400083.0,0,Maharashtra,Hungama Collection,
289,"Shop No 4 H, Block S Line Room, Plot No 39, Road No. 8, Govandi Slums, Govandi West, Baiganwadi, Shivaji Nagar, Mumbai, Maharashtra 400043, India",Baby store,+91 97026 40975,400043.0,1,Maharashtra,Sahezad Store,
291,"Sane Guruji Nagar, Motilal Nagar III, Goregaon West, Mumbai, Maharashtra 400104, India",Baby store,,,0,Maharashtra,Mothercare,
207,"h line/house, Shop No 17 Q, Road No.5, Govandi Slums, Baiganwadi, Mumbai, Maharashtra 400043, India",Baby store,+91 76330 60514,400043.0,0,Maharashtra,Jahid Husain Shaikh Store,
292,"Shop No. c3, W Andheri Market Rd, near SV Road, Fish Market Area, Navneeth Colony, Andheri West, Mumbai, Maharashtra 400058, India",Baby store,,,1,,Khan pamper collection,
293,"Plot No, 1 & 2 Floor, Kagalwala House, 175, CST Road, behind Metro house, Kalina, Santacruz East, Mumbai, Maharashtra 400098, India",Baby store,+91 90049 76661,400098.0,0,Maharashtra,PuppetBox,https://puppetbox.in/
295,"Shop No 05, Gulshan Nagar, Behram Baug, Jogeshwari West, Mumbai, Maharashtra 400102, India",Baby store,+91 98670 61394,400102.0,3,Maharashtra,KHAN COLLECTION,
296,"Shop No 1 Pream Nagar, Teen Dongari, New Link Rd, near Sai Baba Mandir, Goregaon West, Mumbai, Maharashtra 400104, India",Baby store,+91 82861 01516,400104.0,0,Maharashtra,Mammas Choice,
290,"Ashok Heights, 1, Andheri, Mumbai, Maharashtra 400069, India",Baby store,+91 90224 70560,400069.0,1,Maharashtra,Archi R Chaurasiya,
211,"Road No. 8, Govandi Slums, Nirankar Nagar, Govandi, Mumbai, Maharashtra 400043, India",Baby store,+91 97127 70613,400043.0,0,Maharashtra,KARAN GANESH SHINDE,
233,"3W99+4PX Search Kar Do, Govandi Slums, Baiganwadi, Govandi East, Mumbai, Maharashtra 400043, India",Baby store,,,0,,Tanya Reddy,
275,"Shop 2 Room 56, Govandi Slums, Lotus Colony, Shivaji Nagar, Mumbai, Maharashtra 400043, India",Baby store,+91 93247 78205,400043.0,0,Maharashtra,Misam Store,
265,"90, Wire Gali, LBS Nagar, Lokmanya Tilak Nagar, Saki Naka, Mumbai, Maharashtra 400072, India",Baby store,+91 83693 78293,400072.0,0,Maharashtra,The daiper shop,
212,"Room No 21, Block C Line, Shop No 84 H, Rafiq Nagar, Govandi East, Mumbai, Maharashtra 400043, India",Baby store,+91 96536 76443,400043.0,0,Maharashtra,Rukhsar Shaikh Store,
267,"Shop No33A/k Block H Gali, Plot No 33, Road No. 6, Govandi Slums, Baiganwadi, Mumbai, Maharashtra 400043, India",Baby store,+91 91671 16497,400043.0,0,Maharashtra,Amjad Store,
268,"Shop No 35, Jawahar Nagar, Goregaon West, Mumbai, Maharashtra 400104, India",Baby store,+91 73094 53027,400104.0,0,Maharashtra,Ravi Tiwari,
269,"Shop 67, Jawahar Nagar, Goregaon West, Mumbai, Maharashtra 400104, India",Baby store,+91 90826 43738,400104.0,0,Maharashtra,Deepa Fabric,
266,"Room No 795, Shop 4, Plot No 13, Govandi Slums, Lotus Colony, Shivaji Nagar, Mumbai, Maharashtra 400043, India",Baby store,+91 81040 02026,400043.0,0,Maharashtra,Vasi Store,
271,"B-24, V Vidyalaya Rd, Shri Nagar, Goregaon West, Mumbai, Maharashtra 400104, India",Baby store,+91 90045 85806,400104.0,0,Maharashtra,Bimlesh,
273,"Shop No.-1, Sejal Park, Colony No 3, Bhagat Singh II, Goregaon West, Mumbai, Maharashtra 400104, India",Baby store,+91 72087 53502,400104.0,0,Maharashtra,Metro Collection,
274,"sienna tower, Lodha Fiorenza, B - 2801, Western Urban Rd, next to hub mall, Aarey Milk Colony, Goregaon, Mumbai, Maharashtra 400065, India",Baby store,+91 97698 87715,400065.0,0,Maharashtra,BabyBoo,
87,"shop no 9, gemini bulilding, Marve Rd, near st judes school paly ground, Malad, Divya Park, Jankalyan Nagar, Malad West, Mumbai, Maharashtra 400097, India",Children's clothing store,+91 90049 06182,400097.0,25,Maharashtra,Lil fly kids and new born shop,
574,"Shop no. 2, Ground, Poonam Heights, 2, Swami Vivekananda Rd, Udyog Nagar, Goregaon West, Mumbai, Maharashtra 400104, India",Children's clothing store,+91 72300 34824,400104.0,0,Maharashtra,Mumkins Kids Wear,https://www.mumkins.in/
300,"Shop No.12/13, Super Market Arcade, Monghibai Rd, Navpada, Vile Parle East, Vile Parle, Mumbai, Maharashtra 400057, India",Children's clothing store,+91 83569 68545,400057.0,72,Maharashtra,Tinytots Kids Wear,
456,"Mehtab Lane, Shop No 7 Mehtab Lane, SG Barve Marg, opposite Royal Hotel, Kurla West, Mumbai, Maharashtra 400070, India",Children's clothing store,+91 98922 42054,400070.0,3,Maharashtra,Sweeties Kids,
578,"Shop No.24 O C C Gate No.5, Malad, New Mahakali Nagar, Malvani, Malad West, Mumbai, Maharashtra 400095, India",Children's clothing store,+91 83559 70065,400095.0,3,Maharashtra,Alif Kids Wear,
50,"Bhatti Pada Rd, Battipada, Bhandup West, Mumbai, Maharashtra 400078, India",Children's clothing store,+91 97571 13515,400078.0,40,Maharashtra,"Sundaram Readymade New Born And Kids Wear, Bhandup, Mumbai",
99,"Shop Number 8, Dev Chhaya Building, Bharucha Rd, Maratha Colony, Dahisar East, Mumbai, Maharashtra 400068, India",Children's clothing store,,400068.0,11,Maharashtra,Alpa Readymade Centre,
582,"vidhyarthi bhuvan, Main Carter Rd, Chinchpada, Borivali East, Mumbai, Maharashtra 400066, India",Children's clothing store,+91 98337 77235,400066.0,8,Maharashtra,Deep sagar/best ethnicwear in mumbai,https://www.indiamart.com/deep-sagar-mumbai/
45,"PRAMILA KUTIR, 3/504, New Mill Rd, nr. Mansi Aprt, BMC Colony, Kurla West, Kurla, Mumbai, Maharashtra 400070, India",Children's clothing store,+91 98213 29868,400070.0,0,Maharashtra,Baba Baby,
59,"Shop No - F, Kamani, PHOENIX MARKETCITY, 63, Lal Bahadur Shastri Marg, Patelwadi.Kurla, Kurla West, Kurla, Mumbai, Maharashtra 400070, India",Children's clothing store,+91 22 4971 1409,400070.0,87,Maharashtra,Mothercare,https://www.mothercare.in/
585,"Jagdish Shetty Rd, Kandivali, Ganesh Nagar, Kandivali West, Mumbai, Maharashtra 400067, India",Children's clothing store,,400067.0,3,Maharashtra,Sat saheb collection Children's wear,
39,"Shop Number 1, options fashion mall ,Vile Parle Shopping Centre Vaikunthal Mehta Road, Above Sahakari Bhandar, Vile Parle West, Juhu, Mumbai, Maharashtra 400049, India",Children's clothing store,,400049.0,52,Maharashtra,BABY BELL,
95,"Shukla Shopping Centre, Main Carter Rd, opposite 3rd carter road, Chinchpada, Borivali East, Mumbai, Maharashtra 400066, India",Children's clothing store,+91 98670 27450,400066.0,181,Maharashtra,The Little Rabbits,https://d-thelittlerabbits.dotpe.in/
306,"Shop No. 56, Ground Floor, City Centre Mall, Swami Vivekananda Rd, Divyapuri CHS, Shri Nagar, Goregaon West, Mumbai, Maharashtra 400104, India",Children's clothing store,+91 98207 27527,400104.0,13,Maharashtra,Teeny Tony kids wear,
588,"Plot no 14/k, 8, Rd Number 9, Govandi Slums, Govandi West, Baiganwadi, Govandi East, Mumbai, Maharashtra 400043, India",Children's clothing store,+91 74088 19578,400043.0,25,Maharashtra,Unique kids wear,
356,"Shop Number 4 SaI NIWAS Bagwe Compound, Tembipada Rd, Bhandup West, Mumbai, Maharashtra 400078, India",Children's clothing store,+91 93234 80992,400078.0,8,Maharashtra,Me Kids ( New Born & Children Fancy Cloths),
93,"Lalji Shopping Centre, 12-13, Swami Vivekananda Rd, Gyan Nagar, Borivali West, Mumbai, Maharashtra 400092, India",Children's clothing store,+91 22 2898 0883,400092.0,86,Maharashtra,Variety Kids,
628,"Shop No .6, Kenwood Hsg. Soc, opp. Hi.Point Restaurant, Lokhandwala Complex, Andheri West, Andheri, Mumbai, Maharashtra 400053, India",Children's clothing store,+91 22 2630 1662,400053.0,0,Maharashtra,Cool Kidz,
594,"8/9, Super Shopping Complex, SV Rd, Railway Colony, Andheri West, Mumbai, Maharashtra 400058, India",Children's clothing store,,400058.0,0,Maharashtra,Honesty Stores,
598,"Shop no 8, Pearl Platinum Ajit Glass, Off, Swami Vivekananda Rd, Oshiwara, Jogeshwari West, Mumbai, Maharashtra 400102, India",Children's clothing store,+91 98190 65486,400102.0,0,Maharashtra,Uptrend Fashion - Kids Wear,
24,"Unit no sf 244 second floor Infiniti, Infiniti Malad, Malad, Mindspace, Malad West, Mumbai, Maharashtra 400064, India",Children's clothing store,+91 81699 79061,400064.0,36,Maharashtra,Adidas Kids Infinity Malad,https://www.adidas.co.in/kids
56,"3R8M+R8C, Sita Mahal, Opposite Khar Telephone Exchange, Linking Road, khar West, Mumbai, Maharashtra 400052, India",Children's clothing store,+91 22 2605 7407,400052.0,45,Maharashtra,Choose-N-Cherry Kids Wear,
459,"Plot No 16 ,Line -A,Room no - 1 , Road no 2, Bhaji Market Shivaji Nagar, Govandi East, Mumbai, Maharashtra 400043, India",Children's clothing store,,400043.0,5,Maharashtra,HAPPY KIDz COLLECTION,
492,"Shop No 54, Malad Shopping Centre,Ground Floor, SV Rd, Malad West, Mumbai, Maharashtra 400064, India",Children's clothing store,+91 98213 33663,400064.0,53,Maharashtra,Panchratna Apparel,https://www.instagram.com/panchratna.apparel?r=nametag
398,"Q/10, Plot 43, Road No. 6, Govandi Slums, Govandi West, Sai Baba Nagar, Govandi East, Mumbai, Maharashtra 400043, India",Children's clothing store,,400043.0,0,Maharashtra,HABIB GARMENTS,
429,"santacruz(w, Shop No.2 , Rajnath Singh Estate, near Sambhaji Garden, Kothu Wadi, Mumbai, Maharashtra 400054, India",Children's clothing store,+91 99095 63278,400054.0,1,Maharashtra,Yukti Fashion -Girls Wear,https://www.yuktifashion.in/
428,"120, Fashqua, Deepchand Shopping Centre, Santacruz Railway Station Rd, Bajaj Wadi, Railway Colony, Santacruz (West), Mumbai, Maharashtra 400054, India",Children's clothing store,+91 97695 95325,400054.0,12,Maharashtra,Shavli,
399,"Shop No-6&7,Milan Commercial Centre,Anuradha Co-Op Society, 2 nr, Milan Subway, Santacruz (West), Mumbai, Maharashtra 400054, India",Children's clothing store,+91 98679 75780,400054.0,16,Maharashtra,Havok Clothings,http://www.havokclothing.com/
484,"Shop No 18, Moti Building, opp. Sodawala Lane, Roshan Nagar, Borivali, W, Mumbai, Maharashtra 400092, India",Children's clothing store,+91 86558 81724,400092.0,191,Maharashtra,Mumkins Kids Wear,http://www.mumkins.in/
402,"Shop No 5, Lal Bahadur Shastri Marg, Kurla West, Kurla, Mumbai, Maharashtra 400070, India",Children's clothing store,+91 98678 18725,400070.0,2,Maharashtra,G JUNIOR,
408,"Shop no. 19, Nilkanth Market, Mahatma Ghandhi Rd, & 20, Ghatkopar East, Mumbai, Maharashtra 400077, India",Children's clothing store,+91 87793 83195,400077.0,10,Maharashtra,Viraj Children's Wear,
410,"8th floor, Eudora building, 17th Rd, Khar, Khar West, Mumbai, Maharashtra 400052, India",Children's clothing store,+91 98206 88721,400052.0,23,Maharashtra,Balsara Boutique (Frills and Flowers),
411,"504, Linking Rd, opp. Mc. Donalds, Khar West, Mumbai, Maharashtra 400052, India",Children's clothing store,+91 93245 99564,400052.0,46,Maharashtra,Selection,
507,"108, Dr DG Palkar Rd, HSG. Society, Gorai 2, Borivali West, Mumbai, Maharashtra 400091, India",Children's clothing store,,400091.0,4,Maharashtra,Roop Darshan Exclusive Kids & Ladies Ready Made & Garments,
426,"Business Suites 9, SV Rd, Saraswat Nagar, Willingdon, Santacruz (West), Mumbai, Maharashtra 400054, India",Children's clothing store,+91 77388 21102,400054.0,57,Maharashtra,Vern Kids from the House of Telon India,https://telonindia.com/
413,"3. 12/36, Kurla W Sta Rd, Brahmanwadi, Kurla, Mumbai, Maharashtra 400070, India",Children's clothing store,+91 97027 75520,400070.0,0,Maharashtra,Kids World,
423,"Shop No 2, Plot No 555, 33rd Rd, Khar, Khar West, Mumbai, Maharashtra 400052, India",Children's clothing store,+91 98670 79796,400052.0,5,Maharashtra,Masti Kids Wear,
414,"Sanitorium Ln, Bhatwadi, Kapol wadi, Pant Nagar, Ghatkopar West, Mumbai, Maharashtra 400086, India",Children's clothing store,+91 98947 51201,400086.0,1,Maharashtra,Arihant Emporium,
415,"37, Hill Rd, opp. Elco Market, Santosh Nagar, Bandra West, Mumbai, Maharashtra 400050, India",Children's clothing store,+91 99670 22325,400050.0,22,Maharashtra,Dots,
417,"Shop No.3, Roshan House,plot Nbr 130 35th Road, Old Khar, Khar Rd, W, Mumbai, Maharashtra 400052, India",Children's clothing store,+91 97027 82045,400052.0,3,Maharashtra,Krishna Collection (Children wear),http://www.krishnacollection.com/
418,"Air india, 180, Kalina Kurla Rd, opposite union bank, Santacruz, Mumbai, Vidya Nagari, Kalina, e, Mumbai, Maharashtra 400098, India",Children's clothing store,+91 86919 07005,400098.0,1,Maharashtra,Deepak Stores,
568,"Room no. 04, Khalil Chawl, Mahatma Gandhi Rd, near S.T. Depot, Sukarwadi, Borivali East, Mumbai, Maharashtra 400066, India",Children's clothing store,+91 788 064 0226,400066.0,1,Maharashtra,Ashirwad Creation,https://www.ashirvadcreations.in/
495,"shop No. 6, New Highway Park, E-3, Kandivali, Gokul Heven, Thakur Complex, Kandivali East, Mumbai, Maharashtra 400101, India",Children's clothing store,+91 98190 91438,400101.0,2,Maharashtra,SMALL WONDER THAKUR COMPLEX,
494,"Shop no.46, new, Bhoomi Park Phase 2 Rd, Malad, Jankalyan Nagar, Malad West, Mumbai, Maharashtra 400095, India",Children's clothing store,+91 91678 89054,400095.0,15,Maharashtra,RITURAJ best kid's & new born shop,https://www.instagram.com/rituraj_apparels?igsh=bzF5M3BhZmxzZXEz
491,"Shop No.F-47/48, Moksh Plaza, SV Rd, near BORIVALI RAILWAY STATION, Mhatre Wadi, Borivali West, Mumbai, Maharashtra 400092, India",Children's clothing store,+91 79779 64134,400092.0,107,Maharashtra,Pogo Kids Wear,https://www.instagram.com/pogokidsborivali/
397,"Samhita Complex, 23, Anil Chambers Telephone Exchange, behind Saki Naka, Andheri East, Mumbai, Maharashtra 400072, India",Children's clothing store,+91 77188 54563,400072.0,0,Maharashtra,Little Clothings,http://www.littleclothings.com/
420,"B/1, Plot no 38, Road No.5, Govandi Slums, Govandi West, Adasa Nagar, Shivaji Nagar, Mumbai, Maharashtra 400043, India",Children's clothing store,+91 81089 78207,400043.0,1,Maharashtra,A.S.brothers,
394,"Shop No.6, Elchiwala Building, Mahatma Gandhi Rd, opp. Kapol Wadi, Ghatkopar West, Mumbai, Maharashtra 400086, India",Children's clothing store,+91 98702 69964,400086.0,32,Maharashtra,Saloni Kids Wear,
390,"Shop No.15, 1st Floor, East Point Mall, SG Barve Marg, Jagruti Nagar, Nehru Nagar, Kurla, Mumbai, Maharashtra 400024, India",Children's clothing store,+91 84510 61403,400024.0,41,Maharashtra,DAPP KIDS,
460,"17, C/1, Road No. 2, Govandi Slums, Govandi West, Phase 1, Shivaji Nagar, Mumbai, Maharashtra 400043, India",Children's clothing store,+91 83558 41928,400043.0,1,Maharashtra,Fatima Traders & Wholesaler,
461,"Shop no 2, Laxmi chayya building, Bhandup Station Rd, near top 10 mobile shop, Bhandup West, Mumbai, Maharashtra 400078, India",Children's clothing store,+91 97734 20641,400078.0,6,Maharashtra,Jack N Jill,
563,"Shop No:G-40, Moksh Plaza, SV Rd, Mhatre Wadi, Borivali West, Mumbai, Maharashtra 400092, India",Children's clothing store,+91 98339 98997,400092.0,0,Maharashtra,Half Ticket,
562,"GATE NO 5 SHOP, 1189, Abdul Hamid Marg, Malad, Old Collector Compound, Malvani, Malad West, Mumbai, Maharashtra 400095, India",Children's clothing store,+91 79774 70370,400095.0,0,Maharashtra,FUNKY'Z KIDS,
561,"Raghuleela Mega Mall, 104, Poisar, Kandivali West, Mumbai, Maharashtra 400067, India",Children's clothing store,+91 86521 31510,400067.0,0,Maharashtra,TERRY BERRY KID'S WEAR,
462,"Shop 38, Pipermentwala Estate, Lal Bahadur Shastri Marg, Dina Bama Estate, Bhandup West, Mumbai, Maharashtra 400078, India",Children's clothing store,+91 77383 81606,400078.0,99,Maharashtra,HanselNGretel.in,http://hanselngretel.in/
452,"Shop no, Bakhtawar Building, 4, Kalina Jama Masjid Ln, Kolivery Village, Kalina, Andheri West, Mumbai, Maharashtra 400029, India",Children's clothing store,,400029.0,19,Maharashtra,Alishba kids store,
450,"3V8H+G9J, Kurla W Sta Rd, Kurla West, Kurla, Mumbai, Maharashtra 400070, India",Children's clothing store,+91 91372 12421,400070.0,0,Maharashtra,Junior Party,
449,"Shop No.6, Myra Sadan, W, Sonapur Ln, opp. City Hospital, Kurla West, Kurla, Mumbai, Maharashtra 400070, India",Children's clothing store,+91 90822 11552,400070.0,0,Maharashtra,My Choice,
448,"Near Kapolwadi, Samavsaran Building, Mahatma Gandhi Rd, Ghatkopar West, Mumbai, Maharashtra 400086, India",Children's clothing store,+91 98195 54550,400086.0,3,Maharashtra,Rachana,http://rachanasansad.edu.in/
435,"Shop 2, Biradari Building, Mahatma Gandhi Rd, opposite बैंक ऑफ़ बरोडा, Bhatwadi, Kapol wadi, Ghatkopar West, Mumbai, Maharashtra 400086, India",Children's clothing store,+91 98211 65688,400086.0,9,Maharashtra,Chheda Readymade Store,
122,"193, CG Rd, Chembur Colony, Indira Nagar, Chembur - 74, Mumbai, Maharashtra 400074, India",Children's clothing store,+91 98678 81566,400074.0,18,Maharashtra,Cotton Stock Kid's Wear,http://www.instagram.com/cottonstockkidswear
444,"Gali no d3 plot, No 27, Govandi Slums, Govandi West, Phase 1, Shivaji Nagar, Mumbai, Maharashtra 400043, India",Children's clothing store,,400043.0,0,Maharashtra,S A KIDS FASHION,
541,"Mann Mandir Chs, New Saibaba Nagar, Hemu Colony, Sector I, Kandivali West, Mumbai, Maharashtra 400067, India",Children's clothing store,,400067.0,0,Maharashtra,J P Section,
438,"Santacruz Railway Station Rd, Near seasons showroom gate, Railway Colony, Santacruz (West), Mumbai, Maharashtra 400054, India",Children's clothing store,,400054.0,0,Maharashtra,Elegant Fashion,
474,"Lal Bahadur Shastri Marg, Amrut Nagar, Ghatkopar West, Mumbai, Maharashtra 400086, India",Children's clothing store,,400086.0,906,Maharashtra,Mia & Mio,
384,"Road No. 2, Govandi Slums, Govandi West, Phase 1, Shivaji Nagar, Mumbai, Maharashtra 400043, India",Children's clothing store,+91 82918 76331,400043.0,14,Maharashtra,Fashion World,https://www.instagram.com/fashion_world.l1?utm_source=qr&igsh=MXV5YXFmZ2J6MGMyNw==
436,"Arun bazer, Santacruz Railway Station Rd, Willingdon, Santacruz, Mumbai, Maharashtra 400054, India",Children's clothing store,,400054.0,0,Maharashtra,Kids clothes,
388,"Shop No 5, Vaidya Bungalow, Mahatma Gandhi Rd, near Oopposite Bankl Of India, Ghatkopar West, Mumbai, Maharashtra 400086, India",Children's clothing store,,400086.0,0,Maharashtra,Siddhi Kids Wear,
127,"Ground floor, UG 008, Parekh Road, Malad West, Mumbai, Maharashtra 400064, India",Children's clothing store,+91 98926 46167,400064.0,3,Maharashtra,Baby Mall,
