,address,categoryName,phone,postalCode,reviewsCount,state,title,website
419,"5B, 160, Mittal Industrial Estate Rd, Mittal Industrial Estate, Marol, Andheri East, Mumbai, Maharashtra 400059, India",Children's clothing store,,400059.0,90,Maharashtra,Kidipoo,http://www.kidipoo.com/
12,"gate 4, Gala no 17AB, Naupada Road, Lane, nr. Al Quba Tower, next to Naaz Hotel, Mumbai, Maharashtra 400070, India",Children's store,+91 99676 32355,400070.0,0,Maharashtra,PiK A BOO,http://pikabooindia.com/
485,"Lal Tiwari Rd, near faizane Raza masjid, Kandivali, Ganesh Nagar, Kandivali West, Mumbai, Maharashtra 400067, India",Children's store,+91 75060 25351,400067.0,0,Maharashtra,Vip kids clothing store | kandiwali |,
475,"shop no 4A, Sanghvi Square, Mahatma Gandhi Rd, opp. bank of baroda, near chadva crockery, Bhatwadi, Kapol wadi, Ghatkopar West, Mumbai, Maharashtra 400086, India",Children's store,+91 98334 65522,400086.0,28,Maharashtra,New hello tweety,
340,"Subhash Nagar, Mohili, Ghatkopar West, Mumbai, Maharashtra 400084, India",Children's store,+91 85911 90682,400084.0,2,Maharashtra,CutiePea Kids Store and More,http://www.cutiepea.in/
385,"Shop 1 2 3, Raigad Darshan, Station, below Metro Station D N Nagar, Sahayog Nagar, Bhudargarh Colony, Andheri West, Mumbai, Maharashtra 400053, India",Children's store,+91 99203 19191,400053.0,266,Maharashtra,Glory Shopee,
114,"Media Complex, St Paul, 24th Road, Bandra West, Mumbai, Maharashtra 400050, India",Children's store,+91 99872 91674,400050.0,39,Maharashtra,Pinklay Kids,https://www.pinklay.com/
112,"Shop No.03, Zaver Mahal, RB Mehta Marg, Pant Nagar, Ghatkopar East, Mumbai, Maharashtra 400077, India",Children's store,+91 98339 25575,400077.0,272,Maharashtra,Blue Tango Toys Gifts and Novelty Store,http://www.bluetango.in/
147,"Shop No 12, Ground Floor, Sanghvi Square, Mahatma Gandhi Rd, opp. Bank Of Baroda, Bhatwadi, Kapol wadi, Ghatkopar West, Mumbai, Maharashtra 400086, India",Children's store,+91 80802 11086,400086.0,252,Maharashtra,Kitty Kids Department Store,http://kittykids.catalog.to/
337,"Shop No 13, Benzer building, Lokhandwala Complex, Andheri West, Mumbai, Maharashtra 400053, India",Children's store,+91 93218 53455,400053.0,28,Maharashtra,SOFT TOT,
709,"Shop No.1, Building No.42, Anand Tower, opp. Delicious Hotel, Chembur West, Tilak Nagar, Chembur, Mumbai, Maharashtra 400089, India",Toy store,+91 98196 31390,400089.0,37,Maharashtra,Guru Krupa Novelty - Toy Store & Gift Store,https://instagram.com/gurukrupanx_
205,"Gate No 26, Chhatrapati Shivaji Maharaj International Airport Mumbai, Terminal 1 Departure, Near, Domestic Arpt Rd, Mumbai, Maharashtra 400099, India",Toy store,+91 81697 55064,400099.0,418,Maharashtra,Hamleys- The finest toy shop in the world,https://stores.hamleys.in/hamleys-the-finest-toy-shop-in-the-world-mumbai-t1c-d-airport-toy-shop-chatrapati-shivaji-demostic-airport-mumbai-299135/Home
204,"84, 670, Off, New Link Rd, Motilal Nagar III, Goregaon West, Mumbai, Maharashtra 400104, India",Toy store,+91 72082 04541,400104.0,62,Maharashtra,Anas Souq,https://www.anassouq.com/
97,"Shop No 7, Shree Vallabh, Mathuradas Road, next to param gold, opp. lijat papad Kandivali, Kandivali, Bhagat Colony, W, Mumbai, Maharashtra 400067, India",Toy store,+91 81049 95709,400067.0,233,Maharashtra,House of Toys,
284,"Level 3, Mumbai International Airport Domestic Departure, Mumbai Airport, near JW Marriot Hotel, Navpada, Vile Parle East, Vile Parle, Mumbai, Maharashtra 400072, India",Toy store,+91 93244 90256,400072.0,110,Maharashtra,Hamleys- The finest toy shop in the world,https://stores.hamleys.in/hamleys-the-finest-toy-shop-in-the-world-mumbai-international-airport-toy-shop-mumbai-airport-mumbai-299133/Home
116,"nursing home, G5, swastik Chambers, Pipe Line Rd, below Kurla, Kurla West, Mumbai, Maharashtra 400070, India",Toy store,+91 70478 74787,400070.0,63,Maharashtra,ZIZI TOYS,https://mybillbook.in/store/zizi_toys
96,"CHANDAWARKAR ROAD, Raichura Cir, opp. JOYALIKKAS JWELLERS, next to BATA SHOP, Mumbai, Maharashtra 400092, India",Toy store,+91 83698 64543,400092.0,17,Maharashtra,LITTLE WONDER NX,
376,"Shop No. 9, Embassy Building, Apna Ghar Society, Unit No. 6, near Food Inn Restaurant, Lokhandwala Complex, Andheri West, Mumbai, Maharashtra 400053, India",Toy store,+91 75068 98924,400053.0,0,Maharashtra,Harish Collection,
209,"Unit No TF302, Infiniti Mall, New Link Rd, Malad, Mindspace, Malad West, Mumbai, Maharashtra 400064, India",Toy store,+91 88798 84218,400064.0,3993,Maharashtra,Hamleys- The finest toy shop in the world,https://stores.hamleys.in/hamleys-the-finest-toy-shop-in-the-world-infiniti-malad-toy-shop-malad-west-mumbai-299153/Home
592,"Shop No1, Sanghvi Square, Mahatma Gandhi Rd, Ghatkopar, Kapol wadi, W, Mumbai, Maharashtra 400086, India",Toy store,+91 22 2510 1900,400086.0,0,Maharashtra,Twinkle Toys & Costmetic,
130,"Basant Garden, Chembur, Mumbai, Maharashtra 400071, India",Toy store,+91 81041 25204,400071.0,3,Maharashtra,Bobtail,http://www.bobtail.in/
596,"Bharat Sports Corner, Complex, Mahatma Gandhi Rd, Pant Nagar, Ghatkopar East, Mumbai, Maharashtra 400077, India",Toy store,+91 98212 80251,400077.0,303,Maharashtra,Bharat Toys,
110,"Shop no.3, Bldg, RB Mehta Marg, opp. Sweet County, Pant Nagar, Ghatkopar East, Mumbai, Maharashtra 400077, India",Toy store,+91 73041 85626,400077.0,125,Maharashtra,Blue Tango Infants & Toys Store,https://www.bluetango.in/
689,"SHOP NO.6 BLDG NO.38 GREEN APT. VAISHALI NAGAR, JOGESHWARI (W), MUMBAI-400 102 SHOP NO.6 BLDG NO.38 GREEN APT. VAISHALI NAGAR, JOGESHWARI (W), MUMBAI, Mumbai, Maharashtra 400102, India",Toy store,,400102.0,23,Maharashtra,ALFAAZ NOOR TOYS COLLECTION,
47,"1st Floor, PHOENIX MARKETCITY, Shop No F, 35B & 36, Lal Bahadur Shastri Marg, Kurla, Mumbai, Maharashtra 400070, India",Toy store,+91 70816 32328,400070.0,1933,Maharashtra,Hamleys- The finest toy shop in the world,https://stores.hamleys.in/hamleys-the-finest-toy-shop-in-the-world-toy-shop-kurla-mumbai-433026/Home
46,"2, Mahatma Gandhi Rd, opp. Datta Mandir, Motilal Nagar, Goregaon West, Mumbai, Maharashtra 400104, India",Toy store,+91 98703 88448,400104.0,658,Maharashtra,Bhavya Toys,
665,"Shop No. 9, Sargam CHS, Building No. 40, Oshiwara Mhada Complex, New Link Road Extension, near Link Plaza Commercial Complex, Oshiwara, Andheri West, Mumbai, Maharashtra 400102, India",Toy store,+91 70217 17200,400102.0,0,Maharashtra,Patel Toys & Stationers,
343,"Shop no 1A, Maneesha chs, Gandhi Nagar, Gavanpada, Mulund East, Mumbai, Maharashtra 400081, India",Toy store,+91 96193 25211,400081.0,2,Maharashtra,Mumbai toys & more,
488,"Super Shopping Complex, Shop No. 25, nadco, SV Rd, near Trupti Farsan, Andheri West, Mumbai, Maharashtra 400058, India",Toy store,+91 98677 35675,400058.0,69,Maharashtra,Big Town - toys and bag store,
62,"Shop No. 1, Plot No. 18, Swami Vivekananda Rd, near Khar Masjid, Khar, Old, Khar West, Mumbai, Maharashtra 400052, India",Toy store,+91 99878 63642,400052.0,54,Maharashtra,Little Thumbs - The Toy Store,https://www.instagram.com/littlethumbs.in?igsh=MWQ3aDZocXV4ZHgxMg==
218,"2nd floor, Oberoi Mall, No S/13, Western Express Hwy, Yashodham, Goregaon, Mumbai, Maharashtra 400063, India",Toy store,+91 88799 75172,400063.0,1609,Maharashtra,Hamleys- The finest toy shop in the world,https://stores.hamleys.in/hamleys-the-finest-toy-shop-in-the-world-oberoi-hamleys-toy-shop-goregoan-east-mumbai-299161/Home
219,"Kamla Spaces, Swami Vivekananda Rd, Santacruz, Mumbai, Hasmukh Nagar, W, Mumbai, Maharashtra 400054, India",Toy store,,400054.0,25,Maharashtra,Toys4all,http://toys4all.in/
272,"Green turtle malad west oposit infinite mall, 102b, New Link Rd, near D-Mart & Infinity Mall, Malad, Ekta Nagar, Malad(W, Mumbai, Maharashtra 400064, India",Toy store,+91 99300 47505,400064.0,65,Maharashtra,GREENTURTLE,https://www.greenturtle.store/
617,"No -01, 168/1339, Db More Marg, Kala Galli, Motilal Nagar I, Goregaon West, Mumbai, Maharashtra 400104, India",Toy store,+91 87796 57838,400104.0,21,Maharashtra,Laxmi Agency,
481,"1st Floor, Cots and Cuddles, 24, Swami Vivekananda Rd, above DTDC, opposite Dream Suzuki Showroom, Mumbai, Maharashtra 400058, India",Toy store,+91 70457 15842,400058.0,350,Maharashtra,Cots and Cuddles,https://www.cotsandcuddles.com/
276,"Level 2, Arrival of CSIA, Terminal 2, CSM International Airport, Mumbai, Maharashtra 400099, India",Toy store,+91 93244 89468,400099.0,600,Maharashtra,Hamleys- The finest toy shop in the world,https://stores.hamleys.in/hamleys-the-finest-toy-shop-in-the-world-mumbai-t2a-toy-shop-csm-international-airport-mumbai-299134/Home
210,"Shop No G -1 Plot No 14 Laxmi Niwas Jawahar Nagar S.V ROAD Goregaon, West, Goregaon West, Mumbai, Maharashtra 400104, India",Toy store,+91 98201 57491,400104.0,541,Maharashtra,Riddhi Toy,
278,"Shop T21C, 3rd Floor, R City Mall, Fire Brigade, Lal Bahadur Shastri Marg, near Vikroli, Amrut Nagar, Ghatkopar West, Mumbai, Maharashtra 400086, India",Toy store,+91 22 6901 0345,400086.0,2327,Maharashtra,Hamleys- The finest toy shop in the world,https://stores.hamleys.in/hamleys-the-finest-toy-shop-in-the-world-toy-shop-ghatkopar-west-mumbai-433028/Home
141,"Shop no. 6, shilalaya shopping center, near Natraj cinema chembur (E, Chembur West, Chembur Gaothan, Chembur, Mumbai, Maharashtra 400071, India",Toy store,+91 83559 84097,400071.0,47,Maharashtra,Ronak Toys Emporium,https://chat.whatsapp.com/J732AmJlpoEBNBdHPESRCG
602,"Shop No 4, Rushabh Apartment, Pandit Jawaharlal Nehru Rd, Gavani Pada, Sarvodaya Nagar, Mulund West, Mumbai, Maharashtra 400080, India",Toy store,+91 90829 52556,400080.0,18,Maharashtra,"Mahaveer Stationery, Toys,Games and Gifts Store",
280,"Sanmati Society, opp. Kanta apt, Sugam Society, Savitribai Phule Nagar, Pant Nagar, Ghatkopar East, Mumbai, Maharashtra 400075, India",Toy store,+91 83690 69568,400075.0,36,Maharashtra,Toy Phactory,http://www.toyphactory.com/
89,"Shop no.8, Shiv Shrushti, New Link Rd, opp. Nirman Diagnostic centre, Kandivali, Satya Nagar, Kandivali West, Mumbai, Maharashtra 400067, India",Toy store,+91 72728 84747,400067.0,914,Maharashtra,Maru Collection,http://marucollection.com/
373,"Shop No.1 Kandpile Sadan, Babanrao Kulkarni Rd, Mulund East, Mumbai, Maharashtra 400081, India",Toy store,+91 96719 99316,400081.0,0,Maharashtra,Shree Ambaji Toys,
